date,tweet_id,text,year,contains_word
2017-12-31 21:01:01+00:00,9.48e+17,@RaevynnTalia Yes love!!! I like to try out new bronzers I have a few favorites but I LOVE NARS blush😍,2017,False
2017-12-31 14:57:56+00:00,9.47e+17,"before I go and spend 35$ on a NARS blush, has anybody tried it &amp; if so do you think it was worth the price ?",2017,False
2017-12-31 02:42:19+00:00,9.47e+17,I only have one blush and that’s Orgasm by Nars and it’s probably the only one I’ll ever own lol,2017,False
2017-12-30 06:52:13+00:00,9.47e+17,"@SOnufrichuk The new Huda pallet, it’s an investment but defs worth it. Orgasm blush by Nars or the tarte party blush",2017,False
2017-12-29 16:23:06+00:00,9.47e+17,"@emilynoel83 Naked3 palette and Nars Orgasm blush. Zero pigmentation in either, way overhyped for what they are (and the price tag).",2017,False
2017-12-27 15:01:13+00:00,9.46e+17,I got that new NARS liquid blush &amp; it's 🔥 over my Sheer Glow 😩,2017,False
2017-12-27 14:58:54+00:00,9.46e+17,@neekers_92 @Chelsea__Rose Nars Orgasm is he best blush ever made,2017,False
2017-12-26 21:41:39+00:00,9.46e+17,@Chelsea__Rose I looooove Tarte's eyeshadow palettes. Nars blush.,2017,False
2017-12-26 06:02:15+00:00,9.46e+17,@KCHAINZZZ NARS sheer glow foundation and any blush from Becca,2017,False
2017-12-26 04:53:59+00:00,9.46e+17,i got a nars blush that i asked for and i am determined to make it work for me,2017,False
2017-12-24 16:54:48+00:00,9.45e+17,NARS has a blush named deep throat. Why are they like this?,2017,False
2017-12-24 08:36:12+00:00,9.45e+17,And Susie gave me Nars blush and Celia gave me tarte glosses,2017,False
2017-12-23 05:54:26+00:00,9.44e+17,I wanna try that NARS cream blush so badlyyy,2017,False
2017-12-17 15:00:08+00:00,9.42e+17,@MAKEMEB3GIN i’ll probably stick to the nars blush forever,2017,False
2017-12-17 06:29:09+00:00,9.42e+17,i just got a new nars blush and i look beautiful,2017,False
2017-12-15 18:19:07+00:00,9.42e+17,"@StyleNBeautyDoc I'm obsessed with NARS blush. I wear 'Orgasm' and 'Torrid' mainly, but also dabble in 'Deep Throat' and 'Luster.' Becca's blushes are nice too! #BeautyTalk",2017,False
2017-12-09 16:36:48+00:00,9.4e+17,"@sweetheartdean @whispered_story I’m not really a blush fan but I recently bought a limited Nars box that had blush/multi stick/illuminator/lip gloss all in their ‘orgasm’ shade, and I gotta say I’m sold!! A very natural kind of colour with a hint of gold shimmer 😳",2017,False
2017-12-09 16:05:16+00:00,9.4e+17,"@whispered_story As for other makeup I’m into at the moment: Anastasia aurora palette, Nars orgasm blush, Kat Von D blotting powder.... lol I could probably go on for a while~",2017,False
2017-12-09 04:01:09+00:00,9.39e+17,@wuutastic I don't think I have Too Faced here :( I'm thinking of NARS' infamous blush haha,2017,False
2017-12-09 03:37:27+00:00,9.39e+17,Super orgasm blush x Nars is literally the worst non-pigmented blush ever,2017,False
2017-12-06 02:50:26+00:00,9.38e+17,@GlamLifeGuru Would love to find a dupe for NARS Orgasm blush or as I call it “fake orgasm” lol,2017,False
